HHID,s04_start_time,s04q01,s04q02,s04q03,s04q04,s04q05,s04q06,s04q07,s04q08,s04q08_oth,s04q16,s04q19a,s04q19b,s04q19c,s04q19d,s04q20,s04q21,s04q26,s04q27a,s04q27b,s04q27c,s04q27d,s04q27e,s04q27f,s04q27g,s04q28,s04q28_oth,s04q29a,s04q29a_UM,s04q29b,s04q29b_UM,s04q30,s04_end_time
827b5b712b4c4ef4bbf4faaa8c9b0d5c,2019-11-14T08:59:05,1,18,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,4000,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-14T09:07:57
8289c073512543d8ac1e791be7c73402,2019-10-09T13:54:09,2,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,15000,Did not spend anything,Did not spend anything,Did not spend anything,12000,Did not spend anything,Not owned but no rent is paid,,,,50000,RIEL,Nothing,2019-10-09T14:02:51
829fe8dbd2794f92b4ec2e1801442249,2019-10-16T15:31:02,1,112,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,15000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,18500,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-10-16T15:32:25
82aa192cb1e04c449d6187029f8cfdcc,2019-10-16T12:45:25,1,68,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,Don't know,,2000,4000,Liquefied petroleum gas LPG,30000,60000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,150,USD,,,Nothing,2019-10-16T12:50:17
82aaac04e37b4d2a93f332b2da32a3e4,2019-10-15T09:03:01,1,84,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,8000,Liquefied petroleum gas LPG,40000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-15T14:32:47
82c25472d9394c48bf62e85fdc76661a,2019-11-29T03:02:44,1,42,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,15000,16000,Did not spend anything,36000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-11-29T03:11:56
82ca6861497c4e01a61186cee942ddfc,2019-10-15T08:33:22,1,54,2,"Concrete, brick, stone",Concrete,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,63000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Publicly-provided electricity/City Power,70000,30000,Did not spend anything,Did not spend anything,7500,Did not spend anything,Did not spend anything,Owned by the household,,,,70000,RIEL,Nothing,2019-10-15T08:40:20
82d4f973853346cbb1cadb78991fb1aa,2019-10-21T11:20:39,1,63,3,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,16000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,300000,RIEL,Nothing,2019-10-21T11:26:21
82e08f201ab14baebf68b744aa81faab,2019-11-29T17:34:33,1,48,2,Wood or logs,Tiles,Wooden planks,Solar,Tanker-truck,,40000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-11-29T17:38:14
82fc474a017d4b1da8d1967800932960,2019-11-20T09:05:32,1,24,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Wooden planks,Kerosene lamp,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,12000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-20T09:11:13
82fd2265393f4873b9fe685c3d504c99,2019-11-27T08:15:38,1,72,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Firewood,6000,Did not spend anything,Did not spend anything,5000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-30T12:19:14
831ba30b3c41408992e2859c563c262d,2019-11-22T11:15:52,1,80,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,7000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,28000,25000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-11-22T11:24:48
832779349b9b47599be5cc0b94fe96e4,2019-10-23T09:17:18,1,32,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Wooden planks,Battery,Bottled water,,25000,"Latrine overhanging field or water (drop in the field, pond, lake, river, sea)",No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,25000,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-10-23T09:23:06
83295c2567634641805460f9dc37ef84,2019-10-14T08:41:52,1,63,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,19600,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,38500,Did not spend anything,Did not spend anything,Did not spend anything,2000,Did not spend anything,Did not spend anything,Owned by the household,,,,250000,RIEL,250000,2019-10-14T08:54:27
834047b2194d4d41a3b92084cfa1109c,2019-10-09T10:01:46,1,42,1,Galvanized iron or aluminium or other metal sheets,Fibrous cement,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,17000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,80000,25000,Did not spend anything,35000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-10-09T10:14:56
836db6a273074aeebe39a1c315cf26e2,2019-12-22T16:02:38,1,35,1,Galvanized iron or aluminium or other metal sheets,Tiles,Bamboo strips,Publicly-provided electricity/City power,Bottled water,,10000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,10000,10000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-12-22T16:08:53
838989f8cdc041fe81a9ef9f772f11d3,2019-12-05T16:16:06,1,30,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,40000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,4000,Liquefied petroleum gas LPG,15000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,320000,RIEL,,,Nothing,2019-12-05T16:18:41
83c2c3f914b549cca839e19ece7379e0,2019-11-01T22:34:48,1,35,1,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,70000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,60000,60000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-11-01T22:34:20
83d5ac1b501849baaa6860dd13f27391,2020-01-03T12:36:19,1,40,2,"Concrete, brick, stone",Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,25000,20000,Did not spend anything,5000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2020-01-03T12:39:17
841aaab8305a42ae93341e22f2f76382,2019-12-07T09:41:37,1,82.5,3,"Concrete, brick, stone",Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,25000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,70000,60000,Did not spend anything,4000,10000,Did not spend anything,Did not spend anything,Owned by the household,,,,4000000,RIEL,Nothing,2019-12-07T09:54:44
842dc9515dba4f37b2e1ec06b0d81788,2019-12-22T09:40:29,1,88,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,21000,40000,Did not spend anything,50000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-12-22T09:44:31
845cfe6a50004638aaec2829dd69a00a,2019-10-16T08:24:37,2,88,1,Wood or logs,Tiles,"Earth, clay",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush connected to sewerage,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,30000,25000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200,USD,Nothing,2019-10-16T08:29:42
8468ea8e54f34f25b36424e9cc4261eb,2019-10-14T15:19:43,1,102,2,Wood or logs,Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,50000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,89000,30000,Did not spend anything,Did not spend anything,12000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-14T15:28:08
8486a737885a471c81ed6fd87b16b3fc,2019-12-21T14:43:12,1,30,0,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,9000,12000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,30000,RIEL,Nothing,2019-12-21T14:43:45
849150d3ab07421abdf7da84db538101,2019-10-10T13:09:34,1,72,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,33000,Did not spend anything,Did not spend anything,40000,50000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-10T13:16:16
84e010b95b8c46f589f83a4b4661ff1f,2019-10-09T08:02:26,1,48,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,20000,Did not spend anything,Did not spend anything,100000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,100000,2019-10-09T08:11:23
84fdfeb01a6a4a05baae9393fd0f9fd0,2019-10-31T15:38:53,1,42,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,5000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a tanker truck for cleaning sewage,120000,Nothing,Firewood,6700,Did not spend anything,Did not spend anything,60000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,Nothing,2019-10-31T15:52:11
851c3a896e8646db8cb11850ed78d9ba,2019-12-01T10:02:34,1,63,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,8500,Did not spend anything,Did not spend anything,35000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,100000,RIEL,Nothing,2019-12-01T10:05:36
851cf9fb765c4d30b2cf36f8bb8938c4,2019-10-15T14:53:36,1,72,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-15T14:57:53
853590d4bd3c446194e4fd972bb99646,2019-12-29T12:12:54,1,24,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Protected well,,5000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,60000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-29T12:18:27
8557252b1be846029041e1c4043ba2c5,2019-11-21T08:41:32,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,50000,10000,Did not spend anything,5000,17000,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,100000,RIEL,Nothing,2019-11-21T08:51:08
857f16adf19d4c4ba1f8217608a8c3c0,2019-11-13T09:11:17,1,48,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Tanker-truck,,60000,None,,,,Nothing,Nothing,Firewood,20000,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,200000,2019-11-13T09:14:25
8587f8d3ae6d4dd5b08535552dd895c8,2019-10-09T07:51:46,1,48,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,19500,Did not spend anything,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-10-09T08:02:34
85f563bebcb5470eabf66259abe385ab,2019-10-17T08:06:16,1,144,5,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,67000,50000,60000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-17T08:10:38
8603daa7375440f18461cbb3e73c5e03,2019-12-09T09:49:40,1,30,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Bottled water,,25000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,15000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-12-09T09:59:10
8612b7b72bef4e80b3e2600bfaa9b66e,2019-10-21T08:43:38,1,42,2,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,30000,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,100000,RIEL,Nothing,2019-10-21T08:55:15
8619b53a98ff4436a3c214dd4ddd0d19,2019-11-27T14:29:21,1,20,1,"Bamboo, Thatch/leaves, Grass",Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,12000,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-27T14:33:09
861f227a5bb549229e104a3a823fd39e,2019-10-25T08:54:12,1,40,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Public tap / standpipe,,20000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,40000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-25T08:58:21
8662ba61171b4ab2a2b1a11ae54dbf45,2019-12-13T14:59:46,2,48,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,20000,Pour flush (or flush connected to sewerage,Yes,"No, never pump/empty",,Nothing,4000,Charcoal,35000,20000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Rented,,240000,RIEL,,,Nothing,2019-12-13T15:12:47
867725b6e3b841339e940708372020c0,2019-11-07T10:02:18,1,67.2,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,2700,4000,Liquefied petroleum gas LPG,55000,40000,Did not spend anything,Did not spend anything,2000,Did not spend anything,Did not spend anything,Owned by the household,,,,1200000,RIEL,Nothing,2019-11-07T10:09:34
86cdf7242bad4ca48af0682506e158ca,2019-12-28T16:37:31,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,20000,10000,Did not spend anything,10000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-30T16:50:12
86decb1304ef46028012b328308ec85f,2019-10-23T15:09:20,1,72,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,15000,None,,,,1500,10000,Firewood,12000,Did not spend anything,Did not spend anything,45000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-23T15:12:30
86f5e72beb9c4e17a96724d008aa21e0,2019-11-30T13:24:43,1,82.5,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,10000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-30T13:26:41
86f97fb92c4d4139b4b0ce272c5ad76b,2019-12-22T09:09:44,1,24.75,1,Wood or logs,Fibrous cement,"Parquet, polished wood",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Dumped in an open pit / land / water / other places,Nothing,Nothing,Liquefied petroleum gas LPG,35000,16000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-22T09:18:25
86feef9f02444467a54f96615258f44a,2019-12-28T15:44:16,1,48,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Unprotected well,,not buying water source,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,60000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,40000,2019-12-28T15:46:57
87254d690cf848d5aa3e9080d849bfe2,2019-11-13T16:02:46,1,30,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,25000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-11-14T16:43:44
87a4cef9812340e68f99434045abae9d,2019-11-28T09:32:23,1,56,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,Piped into dwelling,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,25000,12000,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,200000,RIEL,Nothing,2019-11-28T09:38:52
87bbee7e5f7c424fb9a37e4163b0e39e,2019-10-11T10:11:46,1,140,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,15000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,18000,7500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,45,USD,Nothing,2019-10-11T10:19:19
87ff6149ab894c57b1a126fdc762099d,2019-10-23T11:16:41,1,40,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,15000,Pour flush (or flush connected to sewerage,Yes,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,32000,65000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,1000000,RIEL,Nothing,2019-10-23T11:19:49
8806ebf9170642d0999a221aaa88af2c,2019-11-30T06:25:36,1,49,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,18500,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-30T06:28:58
880e544c4a2c497bbd77be13e81d13b0,2019-11-17T16:56:46,1,30,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,4000,Liquefied petroleum gas LPG,22000,24000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,180000,RIEL,,,Nothing,2019-11-17T17:10:49
8861f93f79704d12b928f1e595c91148,2019-11-23T09:54:44,1,42,2,Wood or logs,Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,Nothing,Firewood,30000,Did not spend anything,Did not spend anything,60000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,60000,2019-11-23T09:57:39
88e8e33d1b664765ba269e3021019bc1,2019-12-29T09:00:04,1,20,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,8500,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-12-29T09:02:10
8933eee68c4f4dbb859c2fd2eaca9dc7,2019-10-21T15:50:24,1,72,1,"Other, specify",Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Firewood,30000,20000,Did not spend anything,50000,13000,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-10-21T15:56:42
895413af74ef46f39afe392793ea9210,2019-11-02T09:27:05,1,134.4,4,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,15000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,1700,4000,Liquefied petroleum gas LPG,320000,64000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,4000000,RIEL,Nothing,2019-11-02T09:31:42
895aa11322f64b2d95f316f45a1f859b,2019-10-10T23:00:58,1,42,1,"Concrete, brick, stone",Fibrous cement,Cement/Brick/Stone,Publicly-provided electricity/City power,Unprotected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,10000,20000,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,240000,RIEL,Nothing,2019-10-10T23:08:59
89c49ce7fd644493bc99f1eeaaf45147,2019-11-20T07:45:11,1,36,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,40000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Publicly-provided electricity/City Power,35200,Did not spend anything,Did not spend anything,5000,42000,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-20T07:50:05
89c95a141bf94d7fb4bfa00e990b263c,2019-12-30T09:15:57,1,30,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Bottled water,,not buying water source,None,,,,Nothing,Nothing,Charcoal,52000,Did not spend anything,Did not spend anything,Did not spend anything,17000,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-12-30T09:22:07
89d6901b8c6e446785441546b19c94c3,2019-10-11T08:43:41,1,56,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,2500,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,55000,9000,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-10-11T09:17:48
