HHID,PID,s11_start_time,s11q01a,s11q01b,s11q02,s11q03,s11q04,s11q05,s11q06,s11q07,s11q08,s11q09a,s11q09a_oth,s11q09b,s11q10,s11q11__1,s11q11__2,s11q11__3,s11q12,s11q13,s11q14,s11q15a,s11q15b,s11q16a,s11q16b,s11q16c,s11q16d,s11q16e,s11q16f,s11q16g,s11q16h,s11q17a,s11_end_time
6ac1d5f6b5d3494fb5b7ca0ce77689c5,3,2019-11-22T08:57:27,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,Too poor,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T08:58:53
6ac1d5f6b5d3494fb5b7ca0ce77689c5,4,2019-11-20T11:00:24,No,1,Yes,Yes,Yes,5,Class three completed,Yes,Class three,,,Public,Yes,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,10000,1500,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-20T11:15:25
6b2a249cdc3c49238edd3bcfa96857d3,1,2019-11-13T09:32:12,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULTS MIXED SEX AND CHILDREN PRESENT,2019-11-13T09:36:01
6b2a249cdc3c49238edd3bcfa96857d3,2,2019-11-13T10:21:38,Yes,,No,No,Yes,2,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-13T10:25:04
6b2a249cdc3c49238edd3bcfa96857d3,3,2019-11-13T13:59:38,Yes,,Yes,Yes,Yes,6,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-13T14:02:26
6b2a249cdc3c49238edd3bcfa96857d3,4,2019-11-13T14:30:22,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,No suitable school available/school is too far,Must help with household chores,,No,,,No,,,,,,,,,,ALONE,2019-11-13T14:34:20
6b63299dc51f4d229a887a8f52209e47,1,2019-12-22T10:30:35,Yes,,Yes,Yes,Yes,16,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T10:32:56
6b63299dc51f4d229a887a8f52209e47,2,2019-12-20T15:01:24,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-20T15:03:16
6b63299dc51f4d229a887a8f52209e47,3,2019-12-22T10:55:57,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-22T10:57:12
6b63299dc51f4d229a887a8f52209e47,4,2019-12-20T15:18:36,No,2,Yes,Yes,Yes,11,Class ten completed,Yes,Class eleven,,,Public,Yes,,,,Yes,Yes,Computer literacy,Yes,Class eleven,3840000,No expenses / Don't Know,35000,25000,1440000,500000,20000,,ALONE,2019-12-20T15:24:54
6b63299dc51f4d229a887a8f52209e47,5,2019-12-20T15:25:18,No,2,Yes,Yes,Yes,8,Class seven completed,Yes,Class eight,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Class eight,No expenses / Don't Know,1920000,30000,20000,1440000,500000,20000,,ALONE,2019-12-20T15:27:18
6b63299dc51f4d229a887a8f52209e47,6,2019-12-20T15:27:30,No,2,No,No,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,20000,15000,1440000,400000,No expenses / Don't Know,,ALONE,2019-12-20T15:30:02
6b63299dc51f4d229a887a8f52209e47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b6dd384c4c34e66bf2a12c218f1ff52,1,2019-12-10T22:32:35,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T22:35:32
6b6dd384c4c34e66bf2a12c218f1ff52,2,2019-12-10T22:07:27,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T22:08:23
6b6dd384c4c34e66bf2a12c218f1ff52,3,2019-12-10T22:08:31,Yes,,Yes,Yes,Yes,6,Class five completed,Yes,Class six,,,Public,Yes,,,,No,,,Yes,Class five,No expenses / Don't Know,648000,18000,116000,540000,864000,10000,,ALONE,2019-12-10T22:20:26
6b6dd384c4c34e66bf2a12c218f1ff52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ba972d2951e4f348445b5736cac3c7a,1,2019-12-01T14:25:25,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T14:27:42
6ba972d2951e4f348445b5736cac3c7a,2,2019-12-01T15:22:35,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T15:30:33
6ba972d2951e4f348445b5736cac3c7a,3,2019-12-01T16:25:23,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T16:27:39
6ba972d2951e4f348445b5736cac3c7a,4,2019-12-01T17:33:20,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-01T17:36:20
6ba972d2951e4f348445b5736cac3c7a,5,2019-12-01T18:16:58,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T18:22:04
6ba972d2951e4f348445b5736cac3c7a,6,2019-11-30T16:58:39,No,4,Yes,Yes,Yes,2,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,50000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-30T17:02:40
6ba972d2951e4f348445b5736cac3c7a,7,2019-11-30T17:07:22,No,4,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T17:09:08
6bee889a5177472f811aa7ae15376e57,1,2019-12-10T11:42:24,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T11:43:38
6bee889a5177472f811aa7ae15376e57,2,2019-12-10T17:02:53,Yes,,No,No,Yes,1,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T17:04:09
6bee889a5177472f811aa7ae15376e57,4,2019-12-10T16:14:13,Yes,,Yes,Yes,Yes,7,Class seven completed,Yes,Class eight,,,Public,No,,,,No,,,Yes,Class seven,No expenses / Don't Know,No expenses / Don't Know,20000,35000,468000,No expenses / Don't Know,8000,,ALONE,2019-12-10T16:18:42
6bee889a5177472f811aa7ae15376e57,5,2019-12-10T16:57:40,No,1,Yes,Yes,Yes,6,Class six completed,Yes,Class seven,,,Public,No,,,,No,,,Yes,Class six,No expenses / Don't Know,No expenses / Don't Know,12000,18000,234000,No expenses / Don't Know,5000,,ALONE,2019-12-10T17:02:33
6c36a69313124d1b9a58a2a4748340ed,1,2019-11-08T14:54:26,No,2,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T14:55:09
6c36a69313124d1b9a58a2a4748340ed,2,2019-11-08T14:55:16,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T14:58:05
6c36a69313124d1b9a58a2a4748340ed,3,2019-11-08T14:58:12,Yes,,Yes,Yes,Yes,6,Class five completed,Yes,Class six,,,Public,No,,,,Yes,Yes,Foreign Languages,Yes,Class six,240000,No expenses / Don't Know,80000,15000,No expenses / Don't Know,No expenses / Don't Know,3500,,ALONE,2019-11-08T15:00:26
6c48df2601a6444c873fdcf43a0255b4,1,2019-11-24T14:05:47,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-24T14:05:54
6c48df2601a6444c873fdcf43a0255b4,2,2019-11-24T14:05:59,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-24T14:06:04
6c48df2601a6444c873fdcf43a0255b4,3,2019-11-24T14:06:10,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,Too poor,,,No,,,No,,,,,,,,,,ALONE,2019-11-24T14:06:14
6c48df2601a6444c873fdcf43a0255b4,4,2019-11-24T14:06:21,Yes,,Yes,Yes,Yes,7,Class six completed,Yes,Class seven,,,Public,No,,,,No,,,Yes,Class six,No expenses / Don't Know,No expenses / Don't Know,16000,15000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-24T14:06:26
6c4ac80f79854c0cbc270144c91e823a,1,2019-12-13T15:28:08,Yes,,Yes,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-13T15:28:52
6cd2a4f3604e4d80a660c894a8a4f8ce,1,2019-11-22T09:21:33,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:22:33
6cd2a4f3604e4d80a660c894a8a4f8ce,2,2019-11-22T09:22:38,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:23:26
6cd954e3ff2e4f108d09e4c85868fde1,2,2019-10-15T17:37:00,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T17:37:41
6cd954e3ff2e4f108d09e4c85868fde1,4,2019-10-15T16:53:14,Yes,,Yes,Yes,Yes,16,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T16:53:23
6cd954e3ff2e4f108d09e4c85868fde1,5,2019-10-15T17:37:54,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T17:38:39
6cd954e3ff2e4f108d09e4c85868fde1,6,2019-10-15T17:38:49,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,WITH CHILDREN PRESENT,2019-10-15T17:40:20
6cd954e3ff2e4f108d09e4c85868fde1,7,2019-10-15T17:40:45,No,6,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-10-15T17:41:42
6d524f21a7c641abbcf4a46598315e0c,1,2019-12-15T15:54:14,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-15T15:55:05
6d524f21a7c641abbcf4a46598315e0c,2,2019-12-15T16:54:21,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-15T16:55:05
6d524f21a7c641abbcf4a46598315e0c,3,2019-12-15T16:32:31,Yes,,Yes,Yes,Yes,11,Class ten completed,Yes,Class eleven,,,Public,Yes,,,,No,,,Yes,Class ten,No expenses / Don't Know,1236000,22500,5000,No expenses / Don't Know,468000,No expenses / Don't Know,,ALONE,2019-12-15T16:39:01
6d524f21a7c641abbcf4a46598315e0c,4,2019-12-15T16:15:08,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-15T16:15:44
6db06273e21748b79200254d7e1ff7f2,1,2019-12-22T16:32:34,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T16:33:12
6db06273e21748b79200254d7e1ff7f2,2,2019-12-22T16:48:15,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T16:48:43
6db06273e21748b79200254d7e1ff7f2,3,2019-12-22T16:57:54,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T16:58:32
6db06273e21748b79200254d7e1ff7f2,5,2019-12-22T16:33:21,No,1,Yes,Yes,Yes,1,Pre-school/Kindergarten,Yes,Class one,,,Public,No,,,,No,,,Yes,Pre-school/Kindergarten,No expenses / Don't Know,No expenses / Don't Know,2500,15000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-22T16:34:34
6dee0df0296b4ebeb38e8d232a2f934a,1,2019-10-24T09:08:42,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T09:08:49
6dee0df0296b4ebeb38e8d232a2f934a,2,2019-10-24T08:53:57,Yes,,Yes,Yes,Yes,13,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T08:54:24
6dee0df0296b4ebeb38e8d232a2f934a,3,2019-10-24T09:23:23,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T17:58:50
6dee0df0296b4ebeb38e8d232a2f934a,4,2019-10-24T09:18:02,No,2,Yes,Yes,Yes,1,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,5000,20000,No expenses / Don't Know,No expenses / Don't Know,15000,,ALONE,2019-10-24T09:21:02
6e28c7974d7047a8a48bd39dd502aa39,1,2019-12-14T16:15:23,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-14T16:16:30
6e28c7974d7047a8a48bd39dd502aa39,2,2019-12-13T13:11:30,Yes,,Yes,Yes,Yes,10,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-13T13:13:10
6e28c7974d7047a8a48bd39dd502aa39,3,2019-12-13T13:13:16,No,2,Yes,Yes,Yes,4,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,15000,42000,648000,No expenses / Don't Know,20000,,ALONE,2019-12-13T13:19:09
6e28c7974d7047a8a48bd39dd502aa39,4,2019-12-13T13:19:15,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-13T13:19:49
6e2cbc9bff6a45dfa385ca4b65ad1818,1,2019-10-09T09:23:21,Yes,,Yes,Yes,Yes,6,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T09:24:49
6e2cbc9bff6a45dfa385ca4b65ad1818,2,2019-10-09T09:24:58,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T09:25:41
6e2cbc9bff6a45dfa385ca4b65ad1818,3,2019-10-09T09:25:47,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-10-09T09:27:01
6e2cbc9bff6a45dfa385ca4b65ad1818,4,2019-10-09T09:27:08,Yes,,No,No,Yes,2,Class one completed,No,,,,,,Too poor,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T09:28:30
6e2cbc9bff6a45dfa385ca4b65ad1818,5,2019-10-09T09:28:38,No,1,No,No,No,,,,,,,,,Must contribute to household income,,,No,,,No,,,,,,,,,,WITH ADULTS MIXED SEX PRESENT,2019-10-09T09:30:10
6e2cbc9bff6a45dfa385ca4b65ad1818,6,2019-10-09T09:30:19,No,1,No,No,No,,,,,,,,,Other (specify),,,No,,,No,,,,,,,,,,WITH ADULTS MIXED SEX PRESENT,2019-10-09T09:31:55
6e2df81d829a44e094269ec214364618,1,2019-11-27T12:19:53,Yes,,Yes,Yes,Yes,7,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T12:21:21
6e2df81d829a44e094269ec214364618,2,2019-11-27T12:06:15,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T12:06:44
6e2df81d829a44e094269ec214364618,3,2019-11-27T11:35:26,Yes,,No,No,No,,,,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-11-27T11:36:02
6e2df81d829a44e094269ec214364618,4,2019-11-27T11:56:55,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T11:57:37
6e2df81d829a44e094269ec214364618,5,2019-11-27T11:48:12,No,3,Yes,No,Yes,4,Class three completed,No,,,,,,Did not do well in school,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T11:49:30
6e2df81d829a44e094269ec214364618,6,2019-11-27T11:49:39,No,3,Yes,Yes,Yes,7,Class seven completed,No,,,,,,Too poor,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T11:50:37
6e2df81d829a44e094269ec214364618,7,2019-11-27T11:50:42,No,3,No,No,No,,,,,,,,,Too poor,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T11:51:20
6e322c84c8314d91b35902e567310447,1,2019-10-30T09:48:21,No,3,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T09:49:22
6e322c84c8314d91b35902e567310447,2,2019-10-30T09:49:27,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T09:50:39
6e322c84c8314d91b35902e567310447,3,2019-10-30T09:50:44,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T09:51:52
6e322c84c8314d91b35902e567310447,4,2019-10-30T09:51:58,Yes,,Yes,Yes,Yes,5,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T09:52:45
6e322c84c8314d91b35902e567310447,6,2019-10-30T09:52:50,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T09:54:26
6e6f30c88d9b4633b0e3d47ee2ae9edb,1,2019-11-19T12:49:04,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-19T12:53:55
6e6f30c88d9b4633b0e3d47ee2ae9edb,2,2019-11-14T14:15:27,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T14:15:31
6e6f30c88d9b4633b0e3d47ee2ae9edb,3,2019-11-19T12:54:03,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,Must contribute to household income,,,No,,,No,,,,,,,,,,ALONE,2019-11-19T12:59:06
6f57d94c53704c5891f8108338620854,1,2019-12-22T09:48:16,Yes,,No,No,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:49:05
6f57d94c53704c5891f8108338620854,2,2019-12-22T09:49:11,Yes,,No,No,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:49:58
6f57d94c53704c5891f8108338620854,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f57d94c53704c5891f8108338620854,4,2019-12-22T09:50:09,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:50:52
6f57d94c53704c5891f8108338620854,5,2019-12-22T09:51:00,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:51:32
6f57d94c53704c5891f8108338620854,6,2019-12-22T09:51:36,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:52:00
6f57d94c53704c5891f8108338620854,7,2019-12-22T09:52:06,No,5,No,No,No,,,,,,,,,Due to disability,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T09:52:47
6fc8e19d80db41f981fa026cabd9d640,1,2019-10-22T13:20:11,No,3,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T13:21:16
6fc8e19d80db41f981fa026cabd9d640,2,2019-10-22T13:21:21,No,3,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T13:22:01
6fc8e19d80db41f981fa026cabd9d640,3,2019-10-22T13:22:06,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T13:22:41
6fc8e19d80db41f981fa026cabd9d640,7,2019-10-22T13:22:46,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T13:23:21
6ff70913f211471383c85208b886a239,1,2019-10-25T17:01:29,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-10-25T17:05:25
6ff70913f211471383c85208b886a239,2,2019-10-25T17:05:35,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-10-26T13:29:32
6ff70913f211471383c85208b886a239,3,2019-10-26T12:15:00,No,1,Yes,Yes,Yes,8,Class six completed,Yes,Class seven,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Class six,No expenses / Don't Know,576000,30000,10000,500000,No expenses / Don't Know,20000,,ALONE,2019-10-26T12:59:21
6ff70913f211471383c85208b886a239,4,2019-10-26T13:02:29,No,1,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-26T13:25:47
6ff70913f211471383c85208b886a239,5,2019-10-26T13:25:54,No,1,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-26T13:26:38
6ff70913f211471383c85208b886a239,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703f67dcf1b948399db11f83a7a2a111,1,2019-10-10T10:35:53,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T10:36:38
703f67dcf1b948399db11f83a7a2a111,2,2019-10-10T09:58:49,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T09:59:27
703f67dcf1b948399db11f83a7a2a111,3,2019-10-10T10:36:45,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T10:37:47
703f67dcf1b948399db11f83a7a2a111,4,2019-10-10T10:37:53,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T10:38:26
70544ac41cb54af4a365a7a2ed6c60f8,1,2019-11-17T15:00:20,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-17T15:02:49
70544ac41cb54af4a365a7a2ed6c60f8,2,2019-11-17T14:05:38,Yes,,Yes,Yes,Yes,18,"Masters degree (M.A., MSc, etc)",No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-11-17T14:08:13
70544ac41cb54af4a365a7a2ed6c60f8,3,2019-11-17T15:28:52,Yes,,Yes,Yes,Yes,20,"Masters degree (M.A., MSc, etc)",No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-11-17T15:30:57
7054bac40b7f4e7496b0de9987cd71c5,1,2019-10-29T09:05:46,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T09:06:37
7054bac40b7f4e7496b0de9987cd71c5,2,2019-10-29T09:46:21,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T09:47:22
7054bac40b7f4e7496b0de9987cd71c5,3,2019-10-29T09:47:29,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-29T09:48:06
7054bac40b7f4e7496b0de9987cd71c5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707bff4dead4477485f4d156d61b097e,1,2019-10-23T07:50:10,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-23T07:50:52
707bff4dead4477485f4d156d61b097e,2,2019-10-23T07:51:01,No,1,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-23T07:51:41
707bff4dead4477485f4d156d61b097e,3,2019-10-23T07:51:50,No,1,No,No,Yes,1,Pre-school/Kindergarten,Yes,Class one,,,Public,No,,,,No,,,Yes,Pre-school/Kindergarten,300000,No expenses / Don't Know,5000,15000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-23T07:55:05
707bff4dead4477485f4d156d61b097e,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70a85e626bf64f279bb49d11d7221771,1,2019-11-09T09:09:04,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T09:10:03
70a85e626bf64f279bb49d11d7221771,2,2019-11-09T09:07:52,Yes,,Yes,Yes,Yes,6,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T09:08:55
70a85e626bf64f279bb49d11d7221771,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70aeb87092e842d9ae0bd44cf3571897,1,2019-11-27T13:55:05,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T13:55:52
70aeb87092e842d9ae0bd44cf3571897,2,2019-11-27T13:55:56,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T13:57:21
70aeb87092e842d9ae0bd44cf3571897,3,2019-11-27T13:57:25,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T13:58:11
70b916bc7b3640709d698ff773935536,1,2019-12-15T08:32:27,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-15T08:36:21
70b916bc7b3640709d698ff773935536,2,2019-12-13T14:46:05,Yes,,Yes,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-13T14:48:41
70b916bc7b3640709d698ff773935536,3,2019-12-17T17:33:53,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-17T17:38:39
70b916bc7b3640709d698ff773935536,5,2019-12-18T08:48:31,No,2,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-18T08:57:47
70b916bc7b3640709d698ff773935536,6,2019-12-18T14:57:17,No,2,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-18T15:02:05
70b916bc7b3640709d698ff773935536,7,2019-12-18T09:51:48,No,2,Yes,Yes,Yes,5,Class five completed,No,,,,,,Other (specify),,,No,,,No,,,,,,,,,,ALONE,2019-12-18T09:54:46
70b916bc7b3640709d698ff773935536,8,2019-12-18T10:12:57,No,2,Yes,Yes,Yes,5,Class five completed,No,,,,,,Don’t want to,Other (specify),,No,,,No,,,,,,,,,,ALONE,2019-12-18T10:15:12
70b916bc7b3640709d698ff773935536,9,2019-12-14T16:35:19,No,2,Yes,Yes,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,30000,10000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-14T16:42:31
